ID_MOEDA;DATA_REF;vlr_cotacao
GIP;2010-01-25;6,92799449
ANG;2010-01-07;4,659541368
MUR;2010-09-16;2,819315255
SOS;2010-02-25;2,20414722
BYN;2010-07-15;1,186266363
UGX;2010-07-09;3,277046442
ARS;2010-04-23;4,280584514
USD;2010-04-23;1,625581741
SBD;2010-09-23;4,825161397
FJD;2010-01-19;5,076502264
ISK;2010-04-22;7,360706747
TTD;2010-01-07;1,114711404
CVE;2010-10-28;5,637506425
XOF;2010-11-26;1,45431155
MRU;2010-06-30;6,651807427
MXN;2010-11-15;6,710910916
SBD;2010-06-09;7,517988384
EGP;2010-06-30;7,723297656
SGD;2010-03-26;3,129592717
XAU;2010-05-31;2,485840082
ALL;2010-05-10;1,682368755
XAF;2010-08-20;5,994705439
NIO;2010-07-29;2,500729024
PEN;2010-05-28;3,5344522
LBP;2010-01-28;4,89762634
USD;2010-05-27;1,528099537
SGD;2010-01-11;6,672528446
CZK;2010-02-16;7,63316083
TRY;2010-11-08;5,065378428
TRY;2010-03-08;7,65720135
MRU;2010-09-21;1,550330937
ZWL;2010-05-31;1,588833988
ZWL;2010-01-06;6,694614649
SOS;2010-06-03;5,63907814
CAD;2010-09-03;5,116338372
GIP;2010-09-23;7,97829181
RON;2010-03-04;2,345955372
IRR;2010-08-06;4,990057945
WST;2010-05-05;7,644646406
THB;2010-03-17;5,566884816
COP;2010-06-25;2,850863039
LSL;2010-11-11;4,250391901
ISK;2010-02-10;3,734193087
USD;2010-06-09;6,048421204
DJF;2010-07-21;4,281095624
DJF;2010-09-03;1,512981534
SGD;2010-11-26;6,695313931
THB;2010-09-10;4,901888371
KMF;2010-05-21;2,688873351
KES;2010-02-17;6,840497911
MZN;2010-04-07;4,109605968
XPF;2010-03-25;7,650909066
BOB;2010-06-02;1,195701659
EGP;2010-06-16;5,431785762
PEN;2010-09-15;1,973831534
CAD;2010-05-21;5,007009685
BOB;2010-08-13;1,501277745
JPY;2010-11-29;3,479920328
KES;2010-08-17;7,693881512
KMF;2010-02-18;4,203206241
XAU;2010-11-30;6,687567174
TRY;2010-04-19;2,098435104
NOK;2010-10-20;7,32993418
IRR;2010-05-28;5,997092843
MMK;2010-08-13;1,621686459
KES;2010-10-19;1,775307715
MRO;2010-01-01;7,380875766
MGA;2010-11-09;7,582146645
SOS;2010-06-08;3,819098651
ILS;2010-04-27;5,915684938
ALL;2010-10-21;4,330285668
OMR;2010-10-04;5,473094702
MGB;2010-10-22;6,293512762
PEN;2010-10-12;6,824415267
DJF;2010-06-18;4,95318836
JPY;2010-02-17;5,348675966
CDF;2010-08-13;5,013350368
SZL;2010-09-07;6,188964725
SLL;2010-11-23;2,539541245
MRU;2010-10-13;2,41233331
XDR;2010-04-22;3,387769938
KES;2010-10-22;4,404266834
SGD;2010-12-01;5,553173721
MGA;2010-08-30;5,951414645
SLL;2010-05-04;1,193122327
SZL;2010-05-03;6,807877004
ILS;2010-02-08;6,487770796
DJF;2010-06-14;4,855260551
MXN;2010-08-31;3,552221298
SSP;2010-10-04;6,782179236
MZN;2010-08-03;6,772352159
ALL;2010-07-27;7,729980469
CAD;2010-10-27;4,220515966
IRR;2010-11-30;6,112677932
XPF;2010-05-12;2,664657593
LBP;2010-06-07;2,946291625
XOF;2010-06-24;7,299491644
JPY;2010-06-03;1,053949833
CRC;2010-09-09;7,931776643
SBD;2010-11-09;4,371732712
SGD;2010-05-21;6,185180008
GEL;2010-11-17;4,622085154
ANG;2010-11-22;4,065871656
ANG;2010-02-17;3,892687619
MRO;2010-05-17;1,969897449
IRR;2010-10-07;7,954736948
ZAR;2010-09-03;5,707089961
HTG;2010-04-09;2,715629637
XAU;2010-02-22;1,467666745
SLL;2010-05-28;2,907588303
ZAR;2010-08-03;3,545938611
EGP;2010-04-15;5,426326692
SAR;2010-09-20;1,641991913
NIO;2010-07-22;6,879167438
BYN;2010-05-20;3,440520227
USD;2010-04-16;4,592263877
CRC;2010-08-09;4,750977457
AWG;2010-09-15;6,333796561
BYN;2010-09-23;3,312504113
TRY;2010-05-17;4,107735097
ARS;2010-10-26;5,755099237
PGK;2010-04-20;6,145266712
WST;2010-04-08;7,041314423
XDR;2010-01-14;1,342176557
ARS;2010-11-02;2,500192881
ZWL;2010-02-04;7,726850808
ARS;2010-04-02;6,928241491
UYU;2010-06-07;2,416929126
CAD;2010-10-29;1,00523293
ILS;2010-06-10;5,424258471
ZWL;2010-05-20;3,891599894
OMR;2010-05-19;3,120072722
ARS;2010-01-14;6,256934404
MRO;2010-04-19;4,087661207
MGB;2010-05-20;5,764935493
SSP;2010-04-09;7,445830107
PHP;2010-02-02;6,518501222
MZN;2010-09-30;5,284151375
MUR;2010-02-10;2,85900408
SLL;2010-06-09;4,942097485
MRU;2010-01-25;7,063839555
AFN;2010-09-15;3,134606183
THB;2010-07-16;2,078442574
ALL;2010-02-08;5,304094255
COP;2010-05-13;2,216979623
THB;2010-09-21;4,404097021
ANG;2010-07-21;2,725123346
OMR;2010-10-27;3,957066596
BOB;2010-04-27;2,615456283
CLP;2010-04-06;3,803191662
UYU;2010-02-11;7,395944118
HTG;2010-10-08;6,110387743
VES;2010-03-12;4,37401247
MRO;2010-03-31;3,918088317
HTG;2010-06-07;2,083471894
SZL;2010-09-03;4,325186253
JPY;2010-10-21;3,503526926
XAU;2010-09-06;1,089091659
LBP;2010-10-14;7,47808218
TRY;2010-08-27;4,275152981
SGD;2010-03-04;2,565380871
CZK;2010-09-14;5,536136031
UGX;2010-06-18;6,478189051
PHP;2010-07-13;3,959380984
MZN;2010-07-21;2,823655725
CVE;2010-03-11;3,601378798
UGX;2010-11-19;2,847377479
DZD;2010-11-03;2,266489267
KES;2010-03-23;7,616293371
MZN;2010-08-10;5,236443758
EGP;2010-08-26;5,337521672
BYN;2010-10-28;4,906725764
LSL;2010-10-12;2,75730449
ISK;2010-07-22;4,856403351
IRR;2010-03-23;1,929049134
XAF;2010-03-03;5,812537551
MGB;2010-05-24;5,030496955
EUR;2010-08-25;3,633651733
JPY;2010-01-08;1,990029335
ARS;2010-05-17;3,471253574
AFN;2010-03-12;7,081008673
UGX;2010-10-14;1,602885544
SZL;2010-05-19;6,98838681
CZK;2010-05-26;6,609623134
CLP;2010-10-22;4,064686716
MUR;2010-10-27;5,329861283
AFN;2010-10-28;2,982612133
MRO;2010-01-21;5,401203454
CUP;2010-01-22;7,806186736
MGA;2010-03-31;6,893413842
PEN;2010-05-11;2,151465356
USD;2010-06-28;2,714848161
ARS;2010-07-28;4,4913854
ZAR;2010-08-06;5,507083714
XDR;2010-03-12;2,716154516
PEN;2010-04-22;7,504488826
OMR;2010-04-30;2,771618903
SZL;2010-02-04;2,493253052
BOB;2010-08-17;7,658675849
PGK;2010-08-09;1,086775184
VES;2010-09-30;4,298503399
THB;2010-08-12;5,699662387
ANG;2010-04-05;6,848399043
XDR;2010-07-05;4,910817146
PEN;2010-10-18;1,407357037
MZN;2010-10-29;2,079690099
GEL;2010-02-05;1,785342574
BYN;2010-08-30;6,847237051
CLP;2010-01-08;7,773640513
ZWL;2010-01-19;5,294900954
MMK;2010-11-01;3,351121902
EUR;2010-11-24;5,734422028
KES;2010-06-04;5,696858168
MXN;2010-05-07;7,387985826
JPY;2010-07-13;1,900336027
NIO;2010-03-23;5,781146228
ALL;2010-09-29;2,797533631
SBD;2010-10-07;7,278853238
GEL;2010-11-30;7,35467732
DJF;2010-04-30;5,271764994
HTG;2010-01-01;1,256214559
BOB;2010-02-04;3,850687325
SSP;2010-09-24;5,765708208
ARS;2010-10-28;2,936477482
SAR;2010-08-31;3,3257429
XPF;2010-01-28;7,381139874
SOS;2010-11-08;2,795107841
MUR;2010-09-07;4,672808528
ALL;2010-06-04;6,008798301
TTD;2010-01-27;7,555255175
PEN;2010-11-29;3,905557573
PEN;2010-02-09;7,290830731
NIO;2010-09-15;2,862727463
OMR;2010-06-04;7,855072618
CAD;2010-02-04;2,184116304
MRU;2010-04-21;1,784295321
IRR;2010-07-21;2,309324026
GEL;2010-04-23;4,403226674
SZL;2010-02-23;4,169781327
JPY;2010-06-21;5,498649359
AWG;2010-09-14;4,371193647
ZWL;2010-04-30;3,025175691
JPY;2010-02-11;1,538573742
KES;2010-08-11;3,971498251
MGB;2010-02-04;3,889127791
UGX;2010-07-12;3,795437396
CDF;2010-06-01;6,683831275
PHP;2010-05-25;7,071684778
PHP;2010-06-01;5,362875223
XPF;2010-07-21;5,111032844
MGA;2010-01-12;5,445520222
BOB;2010-02-25;5,30242157
AFN;2010-11-15;5,669300795
CVE;2010-11-01;7,087126553
UYU;2010-06-29;2,872914195
WST;2010-09-29;1,439802706
SOS;2010-07-01;5,174910307
IRR;2010-03-30;1,859701335
XPF;2010-05-20;5,321847081
AWG;2010-08-23;4,870263815
CRC;2010-03-03;7,153758168
MMK;2010-03-09;4,301981866
UGX;2010-06-24;6,681392968
FJD;2010-02-24;6,802093327
CLP;2010-07-09;1,775216341
MRO;2010-02-02;1,027662098
UGX;2010-10-25;2,988500118
ANG;2010-06-10;4,417281985
MZN;2010-05-17;3,151244581
CRC;2010-08-23;4,081366837
VES;2010-05-18;2,785625398
RON;2010-11-29;5,909054279
SAR;2010-03-17;3,569322824
FJD;2010-05-14;1,120634437
MZN;2010-11-11;3,68086952
MZN;2010-05-28;4,816786289
IRR;2010-06-22;1,915154874
BYN;2010-01-12;6,351316154
VUV;2010-04-15;4,987887084
JPY;2010-02-16;3,513674438
VES;2010-07-23;5,541302621
COP;2010-07-13;4,427946866
XOF;2010-02-09;4,1249668
USD;2010-06-08;6,131439209
JPY;2010-05-18;1,817727327
MXN;2010-10-05;3,217071354
CZK;2010-02-12;7,02235496
HTG;2010-05-28;5,745492458
SLL;2010-09-24;6,779550672
SZL;2010-07-22;2,585521519
CDF;2010-07-05;3,451016963
VUV;2010-09-28;1,488850892
XDR;2010-02-09;3,283954144
PHP;2010-05-18;4,419828773
SBD;2010-06-10;4,276652098
HTG;2010-11-01;1,88362211
SOS;2010-02-11;1,066603661
FJD;2010-02-16;3,107954204
DZD;2010-04-07;2,12103951
SLL;2010-05-10;7,494796932
ISK;2010-09-22;3,006552935
LBP;2010-09-06;5,269875765
MXN;2010-02-02;6,226555705
PGK;2010-11-18;1,821559608
ILS;2010-03-08;1,667535305
XPF;2010-04-21;7,248842537
NOK;2010-05-04;6,773107767
SGD;2010-11-11;7,930378497
VES;2010-10-29;7,876492083
SOS;2010-04-08;3,640110493
TTD;2010-02-05;2,622976482
MGB;2010-12-01;3,983905494
PHP;2010-02-24;7,633166254
CZK;2010-10-07;6,369177043
AFN;2010-08-03;4,558346629
SGD;2010-06-25;3,667878985
EUR;2010-04-29;7,631892443
UGX;2010-02-11;4,601675391
OMR;2010-03-24;6,249420047
LBP;2010-07-14;5,240950704
XOF;2010-08-27;5,598186851
SSP;2010-03-16;7,374389052
VUV;2010-08-16;6,925727248
OMR;2010-03-29;5,184227526
USD;2010-05-14;1,311295927
SLL;2010-05-05;6,24856472
XAF;2010-02-18;7,015569508
BYN;2010-06-07;5,603718936
MGB;2010-10-15;4,110786319
MGB;2010-08-06;2,636048794
GEL;2010-09-15;4,945911407
GBP;2010-08-16;5,326074064
IRR;2010-01-12;5,632787943
NOK;2010-03-09;3,09041667
VES;2010-01-27;5,438162327
SOS;2010-10-27;3,653468609
CDF;2010-09-03;5,686446965
CUP;2010-03-09;5,868906081
DJF;2010-05-21;1,025767028
SBD;2010-10-08;4,012246013
KES;2010-01-01;7,974150777
TTD;2010-06-11;3,795270503
ZWL;2010-08-03;5,965154946
SLL;2010-02-11;3,108943045
SAR;2010-01-01;5,751687944
MUR;2010-07-09;7,493953705
IRR;2010-08-19;5,065698445
LBP;2010-05-03;6,445989966
SZL;2010-05-10;6,444238424
VUV;2010-09-06;2,125841439
MXN;2010-01-25;4,55914855
RON;2010-09-01;3,077014744
ALL;2010-04-02;2,848749757
LBP;2010-07-15;5,260047853
CVE;2010-10-07;5,049995899
XOF;2010-04-01;4,253415585
JPY;2010-05-13;2,412600338
MUR;2010-02-16;3,275457203
UYU;2010-04-26;2,3414042
KMF;2010-11-22;7,48725462
SLL;2010-10-21;2,167761624
CRC;2010-03-30;7,933360875
ARS;2010-01-22;4,604826331
FJD;2010-07-05;5,846618772
THB;2010-03-05;5,55346328
VUV;2010-01-28;7,334305525
BYN;2010-03-12;2,106473088
CZK;2010-11-26;4,511719644
GEL;2010-05-11;1,816076338
ZAR;2010-03-29;5,033101737
MGB;2010-07-19;6,009868503
WST;2010-01-21;6,4424752
RON;2010-05-18;2,003840983
XPF;2010-08-12;5,184846282
JPY;2010-09-27;3,122732997
SSP;2010-10-26;3,019322753
MGB;2010-10-12;5,195126474
PGK;2010-01-15;4,484125137
IRR;2010-03-11;5,597006917
CZK;2010-11-24;2,683245718
MZN;2010-08-11;7,91822201
LSL;2010-01-13;1,908445776
AWG;2010-03-30;4,737213373
EGP;2010-01-28;7,160748482
NIO;2010-05-19;5,767617464
SGD;2010-01-15;7,079622209
SZL;2010-11-11;4,259424984
MRO;2010-07-19;6,10498333
XDR;2010-03-29;4,978930354
KMF;2010-11-25;2,34069699
CDF;2010-11-22;1,754030526
SGD;2010-11-04;6,556826115
NIO;2010-03-05;5,626217782
THB;2010-05-12;2,315038025
GBP;2010-06-08;2,281533837
SZL;2010-10-22;1,365581214
EUR;2010-07-30;6,378790498
LBP;2010-04-02;4,262470782
IRR;2010-09-17;5,787989259
ZWL;2010-08-24;5,310245514
BYN;2010-06-09;6,724933684
MZN;2010-08-12;3,210106492
ANG;2010-04-09;6,64325583
SOS;2010-04-20;5,004070282
BYN;2010-12-01;1,864850402
CDF;2010-05-07;3,200973272
ANG;2010-11-18;5,98255688
DZD;2010-04-20;1,15783447
SBD;2010-07-22;5,9944309
KMF;2010-11-05;2,811422884
RON;2010-02-16;4,111411333
UGX;2010-11-24;3,486581445
DZD;2010-07-20;6,681084633
ANG;2010-09-20;2,761306167
ANG;2010-09-15;1,695356786
XAF;2010-02-09;3,181228995
CUP;2010-08-23;7,219539881
NIO;2010-08-31;7,842498899
TRY;2010-09-15;1,749809384
SZL;2010-08-06;5,951009512
XOF;2010-09-03;3,861531198
XDR;2010-03-03;6,913469791
OMR;2010-02-01;4,267273962
COP;2010-05-31;4,661967158
SGD;2010-09-21;7,133915424
VUV;2010-07-05;5,708734274
AFN;2010-03-31;3,70521003
VES;2010-02-24;5,126467943
KMF;2010-10-06;4,073905885
RON;2010-02-09;1,686374605
CDF;2010-06-21;3,523083866
AFN;2010-06-30;3,532945991
SOS;2010-08-13;1,115959346
WST;2010-08-25;6,165714025
UYU;2010-10-13;3,067970395
SBD;2010-11-04;2,846336901
DZD;2010-04-02;4,745555103
PHP;2010-06-18;4,61967355
CAD;2010-08-04;5,578065395
XPF;2010-01-26;3,001215696
EUR;2010-08-20;4,202883303
MRU;2010-03-11;2,952962339
DZD;2010-03-05;3,735022962
CUP;2010-02-26;3,311824441
GIP;2010-11-19;7,558188319
BYN;2010-10-13;6,726713598
MXN;2010-03-04;5,916975021
MZN;2010-08-26;1,070078373
ISK;2010-11-17;7,471424818
DJF;2010-10-01;3,479617
ZAR;2010-02-01;3,224512279
SAR;2010-04-30;4,690323114
UGX;2010-02-18;6,687643945
SAR;2010-05-13;3,026891768
EGP;2010-07-12;4,766237319
IRR;2010-09-01;5,300456405
VUV;2010-04-30;7,768745542
DJF;2010-02-11;4,870370626
GEL;2010-04-14;7,564400077
SAR;2010-04-27;6,830838978
MGB;2010-05-03;2,594477832
XAF;2010-03-02;4,316939652
MGA;2010-10-25;7,912237227
MXN;2010-09-08;6,9065696
VUV;2010-11-12;5,092440963
ZWL;2010-04-13;6,519553483
MMK;2010-05-24;3,90703541
MGA;2010-11-02;1,056301773
AWG;2010-05-05;5,694238782
USD;2010-11-30;3,883249819
GIP;2010-09-20;3,95406878
NOK;2010-08-30;1,104014397
THB;2010-02-03;5,008548439
LSL;2010-03-10;7,345582902
ISK;2010-06-24;3,64931798
MGA;2010-06-24;6,6480757
SAR;2010-05-06;2,795648575
AFN;2010-10-20;5,061559081
SAR;2010-08-30;2,419329047
CLP;2010-03-17;6,508905292
SGD;2010-01-26;2,690975785
XOF;2010-02-02;2,3516289
ISK;2010-04-06;6,652147472
EGP;2010-08-12;3,064264536
JPY;2010-11-15;7,607133448
EGP;2010-11-01;1,895844519
GBP;2010-10-22;3,841253281
THB;2010-08-05;2,604745507
CRC;2010-05-12;4,711843967
IRR;2010-10-29;3,052254915
IRR;2010-06-02;7,189688981
ISK;2010-09-06;7,070512772
GIP;2010-08-02;7,345864952
CVE;2010-01-22;4,406032562
WST;2010-01-20;7,143256009
FJD;2010-10-14;1,716398656
ANG;2010-12-01;5,078376889
SOS;2010-10-18;7,426156342
VES;2010-07-07;6,86937207
VUV;2010-08-09;1,723400652
IRR;2010-08-17;3,369717538
UGX;2010-01-27;6,087383211
UYU;2010-09-09;5,015508294
RON;2010-10-14;3,179258823
ZWL;2010-10-05;4,073470712
MRO;2010-11-10;3,379184127
GEL;2010-02-22;7,68973881
CUP;2010-03-02;7,573835373
CLP;2010-04-30;4,312660098
MGA;2010-05-12;4,058488309
TRY;2010-10-13;3,195631862
SAR;2010-10-12;2,507625878
ISK;2010-01-22;5,945747793
CZK;2010-07-23;7,409685671
PGK;2010-10-15;4,724085987
DZD;2010-03-19;2,403367817
CLP;2010-04-22;1,180920362
NIO;2010-10-01;7,884990275
ALL;2010-02-03;2,054898977
USD;2010-09-21;3,337195098
PEN;2010-05-06;1,056898832
MZN;2010-09-27;7,944006562
MZN;2010-01-15;2,452140629
ANG;2010-11-02;3,344113648
ALL;2010-01-25;7,121027529
GEL;2010-01-19;4,849249899
SSP;2010-03-26;6,405505061
KES;2010-01-14;3,267201841
GIP;2010-06-28;1,040185332
EGP;2010-07-21;2,083140612
CUP;2010-03-26;4,083933234
CVE;2010-07-19;7,030320764
IRR;2010-08-11;5,654167354
XAU;2010-10-20;1,921594024
GEL;2010-01-25;7,96974355
UGX;2010-04-30;6,847090602
MGA;2010-09-08;1,306871176
SGD;2010-09-14;7,202627361
TTD;2010-08-30;7,41544348
MXN;2010-07-06;4,649078846
PGK;2010-06-04;6,569955587
PEN;2010-05-25;7,315579712
PEN;2010-01-04;5,958896875
KMF;2010-09-07;7,015629172
TTD;2010-07-29;4,081426084
SAR;2010-11-04;7,117881179
PHP;2010-03-30;7,152217329
CRC;2010-06-21;1,044375181
FJD;2010-01-20;4,913854599
MGA;2010-03-08;3,542942047
ANG;2010-08-24;1,076938093
AWG;2010-07-14;3,466855526
VUV;2010-05-04;2,753508091
PHP;2010-11-16;1,47250247
ISK;2010-09-14;6,8426162
DJF;2010-03-01;1,10951519
THB;2010-08-31;6,701365471
CAD;2010-11-04;1,164183497
BYN;2010-07-07;3,083116353
CZK;2010-05-14;3,500776947
XAU;2010-07-06;7,163324475
MRU;2010-04-30;4,61256808
SSP;2010-05-27;4,586723447
MGB;2010-09-02;5,939490974
AFN;2010-10-21;1,776982486
THB;2010-10-19;3,397279918
MXN;2010-01-15;1,050824761
GIP;2010-07-08;5,710522532
TRY;2010-01-11;6,06114012
USD;2010-05-03;1,456645131
ZAR;2010-11-22;6,842399657
PHP;2010-06-24;2,041051447
TRY;2010-02-01;7,47867465
LSL;2010-09-15;2,715168595
TTD;2010-11-05;6,4257375
ALL;2010-05-06;1,514096379
GIP;2010-05-20;2,600654542
CZK;2010-11-03;6,3851825
GBP;2010-10-08;4,333046079
COP;2010-01-22;2,747069776
ANG;2010-05-19;6,083428264
USD;2010-05-17;4,185059547
PGK;2010-01-05;2,348986149
CDF;2010-01-11;1,09811306
ALL;2010-09-14;4,796183765
OMR;2010-03-31;1,160204351
TRY;2010-04-20;3,483065844
IRR;2010-08-12;1,596630812
UGX;2010-05-31;6,684936941
CDF;2010-03-12;5,801683664
MGA;2010-07-14;6,891895533
PEN;2010-01-19;6,797012269
XOF;2010-01-21;6,149255872
FJD;2010-01-08;2,921415806
BOB;2010-11-09;1,610865533
ILS;2010-02-17;4,799691856
PGK;2010-07-14;2,351793289
HTG;2010-08-27;6,16733247
BYN;2010-08-12;3,056951702
THB;2010-07-01;3,781808913
ZWL;2010-05-19;4,6624524
COP;2010-06-22;3,709321856
DJF;2010-07-02;5,967167675
UYU;2010-06-09;5,326906443
DJF;2010-01-20;1,803217649
LBP;2010-07-13;1,106020033
MRU;2010-10-27;6,947735012
CRC;2010-07-30;3,321262658
AFN;2010-03-26;7,510298371
EGP;2010-06-25;2,057868838
ISK;2010-04-29;6,719892263
PEN;2010-11-05;1,076353967
CZK;2010-11-17;1,407679558
LSL;2010-07-19;6,511756659
SBD;2010-11-15;3,274005651
AFN;2010-01-15;7,364336252
CDF;2010-08-04;5,850039661
XAU;2010-04-26;4,626847446
PHP;2010-07-23;2,807101607
UGX;2010-11-03;6,012525022
CRC;2010-01-14;2,011560202
FJD;2010-10-04;3,896698892
ISK;2010-04-09;2,124490857
SBD;2010-05-05;5,966529727
ISK;2010-06-02;7,715252161
BYN;2010-01-06;6,52065748
BOB;2010-08-09;7,848771155
BYN;2010-03-17;6,358004391
MRU;2010-08-06;1,693818867
CAD;2010-05-31;5,322913945
ZWL;2010-08-25;5,422158539
ILS;2010-09-08;4,00219655
MGA;2010-06-11;4,545124114
SSP;2010-02-19;3,888431847
WST;2010-10-04;3,3969841
PHP;2010-03-08;7,381882131
SSP;2010-04-08;3,317064464
BOB;2010-07-15;2,686195135
MMK;2010-04-06;2,772589386
CLP;2010-09-20;5,254543722
MXN;2010-02-17;6,646781027
PHP;2010-02-16;5,043371499
GIP;2010-04-09;5,847641826
NIO;2010-01-18;4,170235693
CLP;2010-01-01;2,203842223
TRY;2010-01-21;5,377990305
RON;2010-05-24;4,48576194
LSL;2010-10-14;6,418971241
MGB;2010-01-13;6,041880667
KMF;2010-06-21;7,766170382
AWG;2010-08-19;3,559441924
UYU;2010-05-12;7,684148312
CDF;2010-04-13;4,000740409
XOF;2010-12-01;3,792232633
CZK;2010-04-21;3,130910754
WST;2010-07-14;4,893532872
SZL;2010-03-23;7,158336043
XAU;2010-11-12;2,027622402
SSP;2010-04-13;3,796732068
UYU;2010-05-10;1,114554524
BOB;2010-04-02;6,260368228
CUP;2010-01-19;6,192693114
MRO;2010-02-03;5,217967868
ARS;2010-10-04;7,832817018
FJD;2010-03-29;4,164858818
ARS;2010-02-23;3,696006298
CRC;2010-07-29;5,28365612
SOS;2010-01-26;4,339116812
ALL;2010-07-21;2,055349588
SSP;2010-08-13;4,196617723
CRC;2010-04-29;6,681098402
TTD;2010-07-28;7,020380616
BOB;2010-02-11;2,94501698
GBP;2010-11-19;2,909250975
PGK;2010-05-28;1,687439382
SLL;2010-06-30;7,301075459
PEN;2010-11-30;2,71526289
AFN;2010-05-12;2,732970655
ZWL;2010-07-15;2,566646338
CAD;2010-09-28;3,635421216
ALL;2010-05-17;1,733087122
CLP;2010-06-03;6,791872382
SZL;2010-04-12;5,301426888
PHP;2010-02-04;6,621548474
CAD;2010-02-16;7,079225004
SLL;2010-07-21;3,879415452
CZK;2010-06-15;5,12870723
DJF;2010-10-21;7,816681385
DJF;2010-02-26;2,386607587
USD;2010-05-10;2,586003006
XAU;2010-10-06;4,314358234
PGK;2010-02-17;5,258505762
VUV;2010-12-01;6,511655271
SGD;2010-01-05;4,907459676
XOF;2010-03-30;1,644820333
CLP;2010-09-06;7,796753943
ZWL;2010-06-04;5,23787111
CVE;2010-11-04;4,968800783
ISK;2010-01-19;4,709429026
GEL;2010-06-03;7,069223523
PEN;2010-03-01;5,736665487
MRO;2010-10-29;1,482635379
OMR;2010-03-23;5,487230122
GEL;2010-05-20;6,675048113
ALL;2010-02-02;3,68533057
SZL;2010-10-21;4,131147265
VUV;2010-03-05;3,266783357
BOB;2010-01-21;1,792705476
SOS;2010-05-10;2,468247056
ANG;2010-06-22;6,720569015
XOF;2010-01-20;1,279488623
RON;2010-01-20;7,458516896
GBP;2010-04-27;2,159132004
AFN;2010-01-08;6,372202814
RON;2010-08-26;6,644845068
MGB;2010-09-28;3,35691601
XDR;2010-03-04;3,821958363
AFN;2010-04-02;2,98723048
CUP;2010-07-07;6,489143074
ANG;2010-09-09;3,258134544
CZK;2010-03-22;2,619624853
MMK;2010-07-06;5,209927797
EUR;2010-02-10;5,353819609
IRR;2010-01-20;5,682134032
MGA;2010-05-28;7,357146919
NOK;2010-07-20;4,984152019
SZL;2010-05-21;1,584405482
CVE;2010-11-25;5,596746147
HTG;2010-11-04;1,236247897
SSP;2010-07-21;7,132589877
WST;2010-09-03;1,392731369
MGA;2010-07-13;1,771077812
MRU;2010-06-04;2,683982134
XDR;2010-08-17;1,841227949
MRU;2010-06-21;2,221266687
RON;2010-04-30;1,512095749
CAD;2010-04-28;2,497027755
CDF;2010-04-09;2,159632683
SGD;2010-01-18;6,810256481
CDF;2010-11-09;7,606790066
THB;2010-06-24;4,275068283
ALL;2010-11-26;7,870714664
SZL;2010-10-18;7,330729425
MZN;2010-09-10;7,608290851
AFN;2010-01-28;7,350128233
MRU;2010-01-26;7,109252393
BYN;2010-11-12;2,262475073
ISK;2010-02-25;4,218415201
XAU;2010-01-27;5,869085073
AWG;2010-06-23;3,938836873
GEL;2010-01-04;7,748299479
MUR;2010-10-15;2,039261937
UYU;2010-10-26;1,741632879
NIO;2010-01-15;2,636000395
SLL;2010-09-16;5,091942787
XAF;2010-06-16;3,182719767
SBD;2010-01-06;7,137252867
PGK;2010-04-26;4,676109254
GEL;2010-02-23;5,085009217
SLL;2010-12-01;7,381560445
CUP;2010-02-16;4,029434323
LSL;2010-02-02;2,888480723
THB;2010-05-17;1,447515249
IRR;2010-07-26;1,278367937
SLL;2010-01-14;5,876321137
KES;2010-04-19;3,258467078
MZN;2010-05-20;7,947452903
XAU;2010-05-18;7,649486721
EGP;2010-06-14;5,9911502
GEL;2010-03-18;5,514870107
XAF;2010-05-12;4,46799159
CDF;2010-09-23;6,074018419
SAR;2010-10-26;7,444024742
MXN;2010-04-21;2,808503509
ISK;2010-08-09;6,974053621
VUV;2010-03-29;1,273900628
NIO;2010-10-07;1,796354592
XAU;2010-09-23;5,298436582
ARS;2010-07-07;6,367936611
ISK;2010-01-18;6,276561439
TRY;2010-10-21;2,27342701
MGB;2010-05-28;1,539671063
SGD;2010-10-04;1,786027253
VES;2010-06-08;2,57758534
DJF;2010-07-26;2,966438115
HTG;2010-08-06;5,302322268
CRC;2010-04-23;4,185572326
WST;2010-07-16;7,214484692
SOS;2010-09-15;5,792754054
CZK;2010-05-06;3,650978148
LSL;2010-10-26;5,12066716
MRO;2010-06-16;2,745391667
SLL;2010-08-18;5,483125389
NOK;2010-03-02;4,342540205
AWG;2010-08-25;1,739682317
MMK;2010-01-05;7,032662272
KMF;2010-09-01;1,825375199
LSL;2010-06-21;4,362139702
CRC;2010-03-12;7,466582835
SSP;2010-10-05;4,483286083
ISK;2010-05-17;6,097159386
EGP;2010-04-23;4,232062876
NIO;2010-05-04;3,151772797
SZL;2010-03-25;3,217342138
SLL;2010-06-15;5,024577677
CVE;2010-04-08;7,413370252
MMK;2010-08-09;7,548442602
THB;2010-04-01;3,603919744
CZK;2010-11-11;2,830353975
KES;2010-04-22;3,283219397
SLL;2010-05-11;2,254429579
UYU;2010-03-15;7,032056451
OMR;2010-03-22;7,880514622
NOK;2010-04-28;1,676674366
ISK;2010-11-24;3,686067402
ANG;2010-11-15;5,761338115
ILS;2010-01-28;1,515191615
SOS;2010-08-26;3,729366541
EGP;2010-07-28;1,602117836
KMF;2010-01-27;3,633386791
TTD;2010-01-20;6,886306703
TRY;2010-10-12;2,633740246
KES;2010-01-13;7,182413697
PEN;2010-09-10;4,226222456
KMF;2010-03-15;3,442387342
